"Title","City","Library","Collection","Number","High Resolution","Digitization","Pinakes","Local catalog","Century","Subject theme","Subject name","Script","Bibliographic note 1","Bibliographic note 2","Bibliographic link"
"BAV Barb. gr. 145","Vatican","BAV","Barb. gr.","145","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.145","http://pinakes.irht.cnrs.fr/notices/cote/id/64693","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.145_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","16th","Geometry","Proclus","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 148","Vatican","BAV","Barb. gr.","148","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.148","http://pinakes.irht.cnrs.fr/notices/cote/id/64696","","15th","","Aristophanes","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 149","Vatican","BAV","Barb. gr.","149","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.149","http://pinakes.irht.cnrs.fr/notices/cote/id/64697","","16th","","Plutarch","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.149_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040"
"BAV Barb. gr. 150","Vatican","BAV","Barb. gr.","150","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.150","http://pinakes.irht.cnrs.fr/notices/cote/id/64698","","15th","Grammar","John Tzetzes","","Codices Barberiniani graeci, vol. 1,�Codices 1�163, Valentinus Capocci, ed., Bibliothecae apostolicae vaticanae codices manu scripti recensiti (Vatican City: Bibliotheca apostolic vaticana, 1958)","","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.150_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040"
"BAV Barb. gr. 151","Vatican","BAV","Barb. gr.","151","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.151","http://pinakes.irht.cnrs.fr/notices/cote/id/64699","","13th","Politics","","","Codices Barberiniani graeci, vol. 1,�Codices 1�163, Valentinus Capocci, ed., Bibliothecae apostolicae vaticanae codices manu scripti recensiti (Vatican City: Bibliotheca apostolic vaticana, 1958)","","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.151_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040"
"BAV Barb. gr. 152","Vatican","BAV","Barb. gr.","152","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.152","http://pinakes.irht.cnrs.fr/notices/cote/id/64700","","15th|16th","Medicine","Galen|Plutarch","","Codices Barberiniani graeci, vol. 1,�Codices 1�163, Valentinus Capocci, ed., Bibliothecae apostolicae vaticanae codices manu scripti recensiti (Vatican City: Bibliotheca apostolic vaticana, 1958)","","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.152_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040"
"BAV Barb. gr. 153","Vatican","BAV","Barb. gr.","153","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.153","http://pinakes.irht.cnrs.fr/notices/cote/id/64701","","15th","","Homer","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 154","Vatican","BAV","Barb. gr.","154","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.154","http://pinakes.irht.cnrs.fr/notices/cote/id/64702","","15th|16th","Grammar","Theodore of Gaza","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 155","Vatican","BAV","Barb. gr.","155","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.155","http://pinakes.irht.cnrs.fr/notices/cote/id/64703","","16th","Grammar","Theodore of Gaza","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 156","Vatican","BAV","Barb. gr.","156","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.156","http://pinakes.irht.cnrs.fr/notices/cote/id/64704","","15th","Grammar","Theodore of Gaza","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 157","Vatican","BAV","Barb. gr.","157","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.157","http://pinakes.irht.cnrs.fr/notices/cote/id/64705","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.157_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","15th|16th","Philosophy","","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 158","Vatican","BAV","Barb. gr.","158","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.158","http://pinakes.irht.cnrs.fr/notices/cote/id/64706","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.158_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","11th|12th|15th","Misc.","","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 160","Vatican","BAV","Barb. gr.","160","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.160","http://pinakes.irht.cnrs.fr/notices/cote/id/64708","","15th","Grammar","","","Codices Barberiniani graeci, vol. 1,�Codices 1�163, Valentinus Capocci, ed., Bibliothecae apostolicae vaticanae codices manu scripti recensiti (Vatican City: Bibliotheca apostolic vaticana, 1958)","","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.160_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040"
"BAV Barb. gr. 161","Vatican","BAV","Barb. gr.","161","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.161","http://pinakes.irht.cnrs.fr/notices/cote/id/64709","","14th","","Homer","Fettaugenmode","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 162","Vatican","BAV","Barb. gr.","162","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.162","http://pinakes.irht.cnrs.fr/notices/cote/id/64710","","15th","","John Tzetzes|Hesiod","","Codices Barberiniani graeci, vol. 1,�Codices 1�163, Valentinus Capocci, ed., Bibliothecae apostolicae vaticanae codices manu scripti recensiti (Vatican City: Bibliotheca apostolic vaticana, 1958)","","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.162_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040"
"BAV Barb. gr. 163","Vatican","BAV","Barb. gr.","163","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.163","http://pinakes.irht.cnrs.fr/notices/cote/id/64711","","15th","Geography","Ptolemy","","Codices Barberiniani graeci, vol. 1,�Codices 1�163, Valentinus Capocci, ed., Bibliothecae apostolicae vaticanae codices manu scripti recensiti (Vatican City: Bibliotheca apostolic vaticana, 1958)","","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.163_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040"
"BAV Barb. gr. 164","Vatican","BAV","Barb. gr.","164","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.164","http://pinakes.irht.cnrs.fr/notices/cote/id/64712","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.164_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","13th","Philosophy","Aristotle|Michael Psellus","Fettaugenmode","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 165","Vatican","BAV","Barb. gr.","165","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.165","http://pinakes.irht.cnrs.fr/notices/cote/id/64713","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.165_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","15th","Rhetoric","Aristides","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 168","Vatican","BAV","Barb. gr.","168","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.168","http://pinakes.irht.cnrs.fr/notices/cote/id/64716","","16th","Philosophy","","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1989","",""
"BAV Barb. gr. 170","Vatican","BAV","Barb. gr.","170","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.170","http://pinakes.irht.cnrs.fr/notices/cote/id/64718","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.170_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","16th","Philosophy","Michael Psellus","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 171","Vatican","BAV","Barb. gr.","171","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.171","http://pinakes.irht.cnrs.fr/notices/cote/id/64719","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.171_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","17th","Misc.","","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 172","Vatican","BAV","Barb. gr.","172","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.172","http://pinakes.irht.cnrs.fr/notices/cote/id/64720","","16th","","Symeon Seth|Stephanites and Ichnelates","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1989","",""
"BAV Barb. gr. 177","Vatican","BAV","Barb. gr.","177","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.177","http://pinakes.irht.cnrs.fr/notices/cote/id/64725","","17th","History","","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1989","",""
"BAV Barb. gr. 178","Vatican","BAV","Barb. gr.","178","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.178","http://pinakes.irht.cnrs.fr/notices/cote/id/64726","","15th","Astronomy|Grammar","","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1989","",""
"BAV Barb. gr. 179","Vatican","BAV","Barb. gr.","179","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.179","http://pinakes.irht.cnrs.fr/notices/cote/id/64727","","16th","Magic","Plethon","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1989","",""
"BAV Barb. gr. 180","Vatican","BAV","Barb. gr.","180","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.180","http://pinakes.irht.cnrs.fr/notices/cote/id/64728","","16th","Philosophy","","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1989","",""
"BAV Barb. gr. 181","Vatican","BAV","Barb. gr.","181","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.181","http://pinakes.irht.cnrs.fr/notices/cote/id/64729","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.181_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","17th","Letters","","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 182","Vatican","BAV","Barb. gr.","182","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.182","http://pinakes.irht.cnrs.fr/notices/cote/id/64730","","11th","","Plutarch","","Codices Barberiniani graeci, vol. 2,�Codices 164�281, Joseph Mogenet, ed., Bibliothecae apostolicae vaticanae codices manu scripti recensiti (Vatican City: Bibliotheca apostolic vaticana, 1989)","","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.182_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040"
"BAV Barb. gr. 187","Vatican","BAV","Barb. gr.","187","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.187","http://pinakes.irht.cnrs.fr/notices/cote/id/64735","","17th","Philosophy","","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1989","",""
"BAV Barb. gr. 188","Vatican","BAV","Barb. gr.","188","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.188","http://pinakes.irht.cnrs.fr/notices/cote/id/64736","","16th","Philosophy","","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1989","",""
"BAV Barb. gr. 189","Vatican","BAV","Barb. gr.","189","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.189","http://pinakes.irht.cnrs.fr/notices/cote/id/64737","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.189_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","17th","Astronomy","","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 193","Vatican","BAV","Barb. gr.","193","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.193","http://pinakes.irht.cnrs.fr/notices/cote/id/64741","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.193_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","17th","Philosophy","Iamblichus","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 194","Vatican","BAV","Barb. gr.","194","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.194","http://pinakes.irht.cnrs.fr/notices/cote/id/64742","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.194_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","15th","","John Lydus","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 195","Vatican","BAV","Barb. gr.","195","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.195","http://pinakes.irht.cnrs.fr/notices/cote/id/64743","","17th","","Homer","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1989","",""
"BAV Barb. gr. 199","Vatican","BAV","Barb. gr.","199","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.199","http://pinakes.irht.cnrs.fr/notices/cote/id/64747","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.199_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","14th","History","George Pachymeres","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 2","Vatican","BAV","Barb. gr.","2","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.2","http://pinakes.irht.cnrs.fr/notices/cote/id/64550","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.2_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","17th","Grammar","","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 200","Vatican","BAV","Barb. gr.","200","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.200","http://pinakes.irht.cnrs.fr/notices/cote/id/64748","","17th","Military","Arrian","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.200_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040"
"BAV Barb. gr. 201","Vatican","BAV","Barb. gr.","201","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.201","http://pinakes.irht.cnrs.fr/notices/cote/id/64749","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.201_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","17th","Misc.","Arrian|John Tzetzes|Dionysius Periegetes","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 204","Vatican","BAV","Barb. gr.","204","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.204","http://pinakes.irht.cnrs.fr/notices/cote/id/64751","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.204_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","14th","History","George Pachymeres","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 205","Vatican","BAV","Barb. gr.","205","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.205","http://pinakes.irht.cnrs.fr/notices/cote/id/64752","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.205_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","17th","History","George Pachymeres","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 21","Vatican","BAV","Barb. gr.","21","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.21","http://pinakes.irht.cnrs.fr/notices/cote/id/64569","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.21_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","16th","Rhetoric","Diogenes Laertius","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 210","Vatican","BAV","Barb. gr.","210","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.210","http://pinakes.irht.cnrs.fr/notices/cote/id/64756","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.210_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","16th","Rhetoric","Dionysius Halicarnasseus","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 215","Vatican","BAV","Barb. gr.","215","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.215","http://pinakes.irht.cnrs.fr/notices/cote/id/64761","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.215_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","15th","Politics|Economics","Aristotle|Xenophon","","Codices Barberiniani graeci, vol. 2,�Codices 164�281, Joseph Mogenet, ed., Bibliothecae apostolicae vaticanae codices manu scripti recensiti (Vatican City: Bibliotheca apostolic vaticana, 1989)","","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.215_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040"
"BAV Barb. gr. 218","Vatican","BAV","Barb. gr.","218","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.218","http://pinakes.irht.cnrs.fr/notices/cote/id/64764","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.218_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","17th","Philosophy","Heliodorus","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 219","Vatican","BAV","Barb. gr.","219","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.219","http://pinakes.irht.cnrs.fr/notices/cote/id/64765","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.219_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","14th|15th","","Manuel II Palaeologus","","Codices Barberiniani graeci, vol. 2,�Codices 164�281, Joseph Mogenet, ed., Bibliothecae apostolicae vaticanae codices manu scripti recensiti (Vatican City: Bibliotheca apostolic vaticana, 1989)","","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.219_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040"
"BAV Barb. gr. 220","Vatican","BAV","Barb. gr.","220","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.220","http://pinakes.irht.cnrs.fr/notices/cote/id/64766","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.220_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","15th","Rhetoric|Letters","Libanius|Plutarch","","Codices Barberiniani graeci, vol. 2,�Codices 164�281, Joseph Mogenet, ed., Bibliothecae apostolicae vaticanae codices manu scripti recensiti (Vatican City: Bibliotheca apostolic vaticana, 1989)","","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.220_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040"
"BAV Barb. gr. 222","Vatican","BAV","Barb. gr.","222","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.222","http://pinakes.irht.cnrs.fr/notices/cote/id/64768","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.222_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","17th","Medicine","Dioscorides","","Biblioteca apostolica vaticana. Codices Barberiniani Graeci. [Citta? del Vaticano] : Bibliotheca Vaticana, 1958","",""
"BAV Barb. gr. 223","Vatican","BAV","Barb. gr.","223","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.223","http://pinakes.irht.cnrs.fr/notices/cote/id/64769","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.223_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","16th","Philosophy","Aristotle|Eustratius|Michael of Ephesus|Aspasius","","Codices Barberiniani graeci, vol. 2,�Codices 164�281, Joseph Mogenet, ed., Bibliothecae apostolicae vaticanae codices manu scripti recensiti (Vatican City: Bibliotheca apostolic vaticana, 1989)","","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.223_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040"
"BAV Barb. gr. 224","Vatican","BAV","Barb. gr.","224","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.224","http://pinakes.irht.cnrs.fr/notices/cote/id/64770","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.224_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","16th","Military","","","Codices Barberiniani graeci, vol. 2,�Codices 164�281, Joseph Mogenet, ed., Bibliothecae apostolicae vaticanae codices manu scripti recensiti (Vatican City: Bibliotheca apostolic vaticana, 1989)","","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.224_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040"
"BAV Barb. gr. 225","Vatican","BAV","Barb. gr.","225","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.225","http://pinakes.irht.cnrs.fr/notices/cote/id/64771","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.225_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","15th","","Pindar","","Codices Barberiniani graeci, vol. 2,�Codices 164�281, Joseph Mogenet, ed., Bibliothecae apostolicae vaticanae codices manu scripti recensiti (Vatican City: Bibliotheca apostolic vaticana, 1989)","","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.225_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040"
"BAV Barb. gr. 226","Vatican","BAV","Barb. gr.","226","Yes","http://digi.vatlib.it/view/MSS_Barb.gr.226","http://pinakes.irht.cnrs.fr/notices/cote/id/64772","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.226_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040","15th","Science","Nicephorus Blemmydes","","Codices Barberiniani graeci, vol. 2,�Codices 164�281, Joseph Mogenet, ed., Bibliothecae apostolicae vaticanae codices manu scripti recensiti (Vatican City: Bibliotheca apostolic vaticana, 1989)","","http://www.mss.vatlib.it/guii/console?service=present&term=%405Barb.gr.226_ms&item=1&add=0&search=1&filter=&relation=3&operator=&attribute=3040"
